#   Sourced from U.S. Department of Energy (DOE), National Nuclear Security Administration, 
#    Nevada Field Office "United States Nuclear Tests July 1945 through September 1992" report (DOE/NV-209, 2016)
#   Edited and reformatted by Louisa Barama August 2021 (lbarama@gatech.edu)
#------------------------------------------------------------------------------------------------------------------#
Test  Detonation                          Date(GMT)   Sponsor       Location                   Hole          Type        Time(GMT)    Lat         Long          Surface_Elev(ft)  Height/Depth(ft)  Purpose                              Yield_Range(kt)  Test
851   Kloster                             02/15/1979  LLNL          NNSS                       U2eo          Shaft       18:05:00.16  37.151962   -116.072708   4344              -1760             Weapons_Related                      20_to_150        851
503   Knickerbocker                       05/26/1967  LLNL          NNSS                       U20d          Shaft       15:00:01.50  37.247887   -116.481068   6252              -2075             Weapons_Related                      76               503
562   Knife_A                             09/12/1968  LANL          NNSS                       U3fb          Shaft       14:00:00.04  37.031750   -116.012497   3994              -1089             Weapons_Related                      Less_than_20     562
574   Knife_B                             11/15/1968  LANL          NNSS                       U3dz          Shaft       15:45:00.04  37.026099   -116.034128   3987              -1191             Weapons_Related                      Less_than_20     574
566   Knife_C                             10/03/1968  LANL          NNSS                       U3er          Shaft       14:29:00.04  37.025877   -115.993703   4030              -989              Weapons_Related                      Less_than_20     566
533   Knox                                02/21/1968  LLNL          NNSS                       U2at          Shaft       15:30:00.00  37.116509   -116.054567   4199              -2116             Weapons_Related                      20_to_200        533
124   Koa                                 05/12/1958  LANL          Enewetak_Atoll             UNKN          Surface     18:30:00.00  11.670990   162.198652    5                 3                 Weapons_Related                      1370             124
334   Kohocton                            08/23/1963  LLNL          NNSS                       U9ak          Shaft       13:20:00.15  37.124914   -116.036257   4267              -836              Weapons_Related                      Low              334
46    Koon                                04/06/1954  LLNL          Bikini_Atoll               UNKN          Surface     18:20:00.00  11.503166   165.369450    10                14                Weapons_Related                      110              46
316   Kootanai                            04/24/1963  LLNL          NNSS                       U9w           Shaft       16:09:30.14  37.120549   -116.037147   4225              -597              Weapons_Related                      Low              316
904   Kryddost                            05/06/1982  LLNL          NNSS                       U2co          Shaft       20:00:00.08  37.116792   -116.127779   4562              -1100             Weapons_Related                      Less_than_20     904
611   Kyack-A                             09/20/1969  LLNL          NNSS                       U2bq1         Shaft       14:30:00.04  37.158699   -116.068599   4342              -630              Weapons_Related                      Less_than_20     611
611   Kyack-B                             09/20/1969  LLNL          NNSS                       U2bq2         Shaft       14:30:00.04  37.157372   -116.067041   4331              -610              Weapons_Related                      Less_than_20     611
927   Laban                               08/03/1983  LLNL          NNSS                       U2ff          Shaft       13:33:00.10  37.118948   -116.089777   4275              -1070             Weapons_Related                      Less_than_20     927
632   Labis                               02/05/1970  LLNL          NNSS                       U10an         Shaft       15:00:00.04  37.163914   -116.039702   4308              -1450             Weapons_Related                      25               632
986   Labquark                            09/30/1986  LLNL          NNSS                       U19an         Shaft       22:30:00.10  37.300029   -116.308310   6978              -2020             Weapons_Related                      20_to_150        986
69    Lacrosse                            05/04/1956  LANL          Enewetak_Atoll             UNKN          Surface     18:25:00.00  11.553878   162.348050    17                0                 Weapons_Related                      40               69
684   Lagoon                              10/14/1971  LLNL          NNSS                       U10ar         Shaft       14:30:00.16  37.179733   -116.053961   4307              -1000             Weapons_Related                      Less_than_20     684
669   Laguna                              06/23/1971  LANL          NNSS                       U3fd          Shaft       15:30:00.04  37.021919   -116.023540   3981              -1493             Weapons_Related                      20_to_200        669
437   Lampblack                           01/18/1966  LANL          NNSS                       U7i           Shaft       18:35:00.04  37.091654   -116.019550   4246              -1842             Weapons_Related                      20_to_200        437
518   Lanpher                             10/18/1967  LLNL          NNSS                       U2x           Shaft       14:30:00.08  37.115537   -116.058505   4206              -2346             Weapons_Related                      20_to_200        518
109   Laplace                             09/08/1957  LANL          NNSS                       Area_7        Balloon     13:00:00.00  37.086540   -116.024805   4186              750               Weapons_Related                      1                109
1008  Laredo                              05/21/1988  LANL          NNSS                       U3mh          Shaft       22:30:00.14  37.032437   -115.988170   4092              -1153             Weapons_Related                      Less_than_150    1008
89    Lassen                              06/05/1957  LLNL          NNSS                       Area_9        Balloon     11:45:00.00  37.134742   -116.041648   4230              500               Weapons_Related                      0.0005           89
743   Latir                               02/27/1974  LANL          NNSS                       U4d           Shaft       17:00:00.09  37.104210   -116.053709   4167              -2102             Weapons_Related                      20_to_200        743
170   Lea                                 10/13/1958  LANL          NNSS                       Area_7        Balloon     13:20:00.00  37.086540   -116.024805   4186              1500              Weapons_Related                      1.4              170
1038  Ledoux                              09/27/1990  LANL          NNSS                       U1a.01        Shaft       18:02:46.00  37.007098   -116.059089   3995              -955              Weapons_Related                      Less_than_20     1038
512   Lexington                           08/24/1967  LLNL          NNSS                       U2bm          Shaft       13:30:00.00  37.162684   -116.075033   4386              -743              Weapons_Related                      Less_than_20     512
785   Leyden                              11/26/1975  LLNL          NNSS                       U9cm          Shaft       15:30:00.16  37.117214   -116.019751   4363              -1070             Weapons_Related                      Less_than_20     785
448   Lime                                04/01/1966  LANL          NNSS                       U7j           Shaft       18:40:00.04  37.102659   -116.020804   4326              -1842             Weapons_Related                      Less_than_20     448
137   Linden                              06/18/1958  LANL          Enewetak_Atoll             UNKN          Barge       03:00:00.00  11.608900   162.321300    0                 8                 Weapons_Related                      11               137
375   Links                               07/23/1964  LLNL          NNSS                       U9bf          Shaft       13:30:00.15  37.113711   -116.032882   4265              -395              Weapons_Related                      Less_than_20     375
867   Liptauer                            04/03/1980  LLNL          NNSS                       U2eh          Shaft       14:00:00.09  37.149828   -116.083132   4368              -1368             Weapons_Related                      20_to_150        867
272   Little_Feller_I                     07/17/1962  SNL/DoD       NNSS                       Area_18       Surface     17:00:00.00  37.109551   -116.318154   5178              3                 Weapons_Effects                      Low              272
265   Little_Feller_II                    07/07/1962  SNL/DoD       NNSS                       Area_18       Surface     17:00:00.00  37.119142   -116.303697   5136              3                 Weapons_Effects                      Low              265
1001  Lockney                             09/24/1987  LANL          NNSS                       U19aq         Shaft       15:00:00.06  37.227939   -116.375590   6799              -2015             Weapons_Related                      20_to_150        1001
173   Logan                               10/16/1958  LLNL          NNSS                       U12e.02       Tunnel      06:00:00.14  37.184127   -116.201996   7071              -930              Weapons_Related                      5                173
430   Long_Shot                           10/29/1965  LANL/DoD      Amchitka_Alaska            UNKN          Shaft       21:00:00.08  51.436120   179.179220    125               -2297             Vela                                 Uniform          80            430
696   Longchamps                          04/19/1972  LLNL          NNSS                       U2dm          Shaft       16:32:00.16  37.121890   -116.084712   4275              -1071             Weapons_Related                      Less_than_20     696
626   Lovage                              12/17/1969  LANL          NNSS                       U3fe          Shaft       15:15:00.04  37.006540   -116.023673   3963              -1240             Weapons_Related                      Less_than_20     626
839   Lowball                             07/12/1978  LANL          NNSS                       U7av          Shaft       17:00:00.08  37.078621   -116.044656   4109              -1853             Weapons_Related                      20_to_150        839
1047  Lubbock                             10/18/1991  LANL          NNSS                       U3mt          Shaft       19:12:00.00  37.063384   -116.046158   4067              -1500             Weapons_Related                      20_to_150        1047
161   Luna                                09/21/1958  LANL          NNSS                       U3m           Shaft       19:00:00.00  37.049193   -116.034571   4028              -484              Safety_Experiment                    .0015            161
356   Mackerel                            02/18/1964  LANL          NNSS                       U4b           Shaft       15:37:37.12  37.095580   -116.051591   4145              -1095             Weapons_Related                      Less_than_20     356
202   Mad                                 12/13/1961  LLNL          NNSS                       U9a           Shaft       18:00:00.16  37.126555   -116.049629   4204              -596              Weapons_Related                      .500             202
300   Madison                             12/12/1962  LLNL          NNSS                       U12g.01       Tunnel      17:25:00.12  37.168631   -116.206954   7490              -1320             Weapons_Related                      Low              300
129   Magnolia                            05/26/1958  LANL          Enewetak_Atoll             UNKN          Barge       18:00:00.00  11.535000   162.345000    0                 14                Weapons_Related                      57               129
531   Mallet                              01/31/1968  LANL          NNSS                       U3fv          Shaft       15:30:00.04  37.000975   -116.010018   3951              -788              Weapons_Related                      Less_than_20     531
302   Manatee                             12/14/1962  LLNL          NNSS                       U9af          Shaft       18:00:00.16  37.124194   -116.040829   4202              -196              Weapons_Related                      Low              302
917   Manteca                             12/10/1982  LLNL          NNSS                       U4al          Shaft       15:20:00.09  37.080135   -116.072758   4144              -1350             Weapons_Related                      20_to_150        917
649   Manzanas                            05/21/1970  LANL          NNSS                       U3gr          Shaft       14:00:00.04  37.012140   -115.992813   4008              -790              Weapons_Related                      Less_than_20     649
134   Maple                               06/10/1958  LLNL          Bikini_Atoll               UNKN          Barge       17:30:00.00  11.693940   165.416375    0                 12                Weapons_Related                      213              134
964   Maribo                              06/26/1985  LLNL          NNSS                       U2cs          Shaft       18:03:00.08  37.124049   -116.122860   4526              -1250             Weapons_Related                      Less_than_20     964
164   Mars                                09/28/1958  LLNL          NNSS                       U12f.02       Tunnel      00:00:00.00  37.193049   -116.201457   6845              -125              Safety_Experiment                    .013             164
780   Marsh                               09/06/1975  LANL          NNSS                       U3kb          Shaft       17:00:00.11  37.023603   -116.029178   3983              -1402             Weapons_Related                      Less_than_20     780
261   Marshmallow                         06/28/1962  LLNL/DoD      NNSS                       U16a          Tunnel      17:00:00.11  37.009057   -116.201913   6439              -1020             Weapons_Effects                      Low              261
810   Marsilly                            04/05/1977  LLNL          NNSS                       U2el          Shaft       15:00:00.17  37.120187   -116.063150   4220              -2260             Weapons_Related                      20_to_150        810
516   Marvel                              09/21/1967  LLNL          NNSS                       U10dS1        Shaft       20:45:00.00  37.165768   -116.039213   4312              -577              Plowshare                            2.2              516
778   Mast                                06/19/1975  LANL          NNSS                       U19u          Shaft       13:00:00.09  37.350295   -116.321103   6873              -2988             Weapons_Related                      200_to_1000      778
330   Mataco                              06/14/1963  LANL          NNSS                       U3bk          Shaft       14:10:00.13  37.046073   -116.019218   4026              -642              Weapons_Related                      Low              330
424   Mauve                               08/06/1965  LANL          NNSS                       U3dp          Shaft       17:23:30.04  37.017616   -116.040704   3978              -1053             Weapons_Related                      Less_than_20     424
436   Maxwell                             01/13/1966  LLNL          NNSS                       U9br          Shaft       15:37:43.10  37.116165   -116.028403   4298              -600              Weapons_Related                      Less_than_20     436
189   Mazama                              10/29/1958  LLNL          NNSS                       Area_9        Tower       11:20:00.00  37.126459   -116.041931   4202              50                Weapons_Related                      Zero             189
852   Memory                              03/14/1979  LANL          NNSS                       U3kq          Shaft       18:30:00.10  37.027781   -116.040620   3995              -1197             Weapons_Related                      Less_than_20     852
162   Mercury                             09/23/1958  LLNL          NNSS                       U12f.01       Tunnel      22:00:00.00  37.193429   -116.201671   6903              -183              Safety_Experiment                    1                gram          162
702   Merida                              06/07/1972  LLNL          NNSS                       U2dn          Shaft       15:20:00.16  37.115841   -116.086199   4258              -670              Weapons_Related                      Less_than_20     702
401   Merlin                              02/16/1965  LANL          NNSS                       U3ct          Shaft       17:30:00.04  37.051593   -116.024664   4038              -972              Weapons_Related                      10.1             401
270   Merrimac                            07/13/1962  LLNL          NNSS                       U3bd          Shaft       16:00:00.15  37.055018   -116.034262   4041              -1356             Weapons_Related                      Intermediate     270
691   Mescalero                           01/05/1972  LANL          NNSS                       U3gu          Shaft       15:10:00.04  37.045609   -116.030413   4020              -394              Weapons_Related                      Less_than_20     691
235   Mesilla                             05/09/1962  LANL          Christmas_Island_area      UNKN          Airdrop     17:01:00.00  1.565000    -157.365000   0                 2450              Weapons_Related                      100              235
725   Mesita                              05/09/1973  LANL          NNSS                       U3jd          Shaft       13:30:00.04  37.006221   -116.016942   3960              -490              Weapons_Related                      Less_than_20     725
61    MET                                 04/15/1955  LANL/DoD      NNSS                       Area_5        Tower       19:15:00.00  36.797923   -115.929776   3078              400               Weapons_Effects                      22               61
1032  Metropolis                          03/10/1990  LLNL          NNSS                       U2gh          Shaft       16:00:00.08  37.112457   -116.056047   4177              -1540             Weapons_Related                      20_to_150        1032
499   Mickey                              05/10/1967  LANL          NNSS                       U7m           Shaft       13:40:00.04  37.077804   -115.996158   4280              -1639             Weapons_Related                      20_to_200        499
938   Midas_Myth/Milagro                  02/15/1984  LANL/DoD      NNSS                       U12t.04       Tunnel      17:00:00.11  37.221336   -116.181950   6804              -1184             Weapons_Effects                      Less_than_20     938
992   Middle_Note                         03/18/1987  LLNL/DoD      NNSS                       U12n.21       Tunnel      18:28:00.09  37.210189   -116.209439   7383              -1308             Weapons_Effects                      Less_than_20     992
505   Midi_Mist                           06/26/1967  LLNL/DoD      NNSS                       U12n.02       Tunnel      16:00:00.08  37.202059   -116.208708   7306              -1237             Weapons_Effects                      Less_than_20     505
999   Midland                             07/16/1987  LANL/UK       NNSS                       U7by          Shaft       19:00:00.08  37.103504   -116.024223   4300              -1597             Joint_US-UK                          20_to_150        999
719   Miera                               03/08/1973  LANL          NNSS                       U7ad          Shaft       16:10:00.19  37.103545   -116.027600   4285              -1865             Weapons_Related                      20_to_200        719
797   Mighty_Epic                         05/12/1976  LLNL/DoD      NNSS                       U12n.10       Tunnel      19:50:00.17  37.209010   -116.213330   7378              -1306             Weapons_Effects                      Less_than_20     797
976   Mighty-Oak                          04/10/1986  LLNL/DoD      NNSS                       U12t.08       Tunnel      14:08:30.10  37.218276   -116.183982   6915              -1294             Weapons_Effects                      Less_than_20     976
31    Mike                                10/31/1952  LANL          Enewetak_Atoll             UNKN          Surface     19:15:00.00  11.667000   162.189900    10                7                 Weapons_Related                      10400            31
539   Milk_Shake                          03/25/1968  LLNL/DoD      NNSS                       U5k           Shaft       18:44:27.04  36.871674   -115.931994   3349              -868              Weapons_Effects                      Less_than_20     539
969   Mill_Yard                           10/09/1985  LANL/DoD      NNSS                       U12n.20       Tunnel      21:40:00.13  37.209113   -116.205988   7304              -1217             Weapons_Effects                      Less_than_20     969
613   Milrow                              10/02/1969  LANL          Amchitka_Alaska            UNKN          Shaft       22:06:00.04  51.415670   179.179870    130               -4.003            Weapons_Related                      1000             613
1036  Mineral_Quarry                      07/25/1990  LLNL/DoD      NNSS                       U12n.22       Tunnel      15:00:00.06  37.206822   -116.215129   7359              -1278             Weapons_Effects                      Less_than_20     1036
956   Minero                              12/20/1984  LANL          NNSS                       U3lt          Shaft       16:20:00.11  37.011898   -116.045573   3985              -803              Weapons_Related                      Less_than_20     956
879   Miners_Iron                         10/31/1980  LANL/DoD      NNSS                       U12n.11       Tunnel      18:00:00.09  37.211210   -116.206250   7354              -1278             Weapons_Effects                      Less_than_20     879
752   Ming_Blade                          06/19/1974  LANL/DoD      NNSS                       U12n.08       Tunnel      16:00:00.08  37.210258   -116.208127   7344              -1272             Weapons_Effects                      Less_than_20     752
575   Ming_Vase                           11/20/1968  LANL/DoD      NNSS                       U16a.04       Tunnel      18:00:00.03  37.009784   -116.207296   6445              -1010             Weapons_Effects                      Less_than_20     575
924   Mini_Jade                           05/26/1983  LANL/DoD      NNSS                       U12n.12       Tunnel      14:30:00.09  37.208676   -116.205904   7330              -1244             Weapons_Effects                      Less_than_20     924
673   Miniata                             07/08/1971  LLNL          NNSS                       U2bu          Shaft       14:00:00.08  37.110078   -116.052290   4179              -1735             Plowshare                            83               673
199   Mink                                10/29/1961  LANL          NNSS                       U3ae          Shaft       18:30:00.13  37.048520   -116.031965   4028              -630              Weapons_Related                      Low              199
367   Minnow                              05/15/1964  LANL          NNSS                       U3cv          Shaft       16:15:00.12  37.041639   -116.013094   4022              -792              Weapons_Related                      Less_than_20     367
646   Mint_Leaf                           05/05/1970  LLNL/DoD      NNSS                       U12t.01       Tunnel      15:30:00.17  37.216486   -116.184897   6957              -1330             Weapons_Effects                      Less_than_20     646
609   Minute_Steak                        09/12/1969  LLNL/DoD      NNSS                       U11f          Shaft       18:02:20.42  36.877168   -115.929364   3393              -868              Weapons_Effects                      Less_than_20     609
1004  Mission_Cyber                       12/02/1987  LLNL/DoD      NNSS                       U12p.02       Tunnel      16:30:00.08  37.234603   -116.164246   6407              -888              Weapons_Effects                      Less_than_20     1004
997   Mission_Ghost                       06/20/1987  LANL/DoD      NNSS                       U12t.09       Tunnel      16:00:00.18  37.219905   -116.178662   6689              -1054             Weapons_Effects                      Less_than_20     997
281   Mississippi                         10/05/1962  LLNL          NNSS                       U9ad          Shaft       17:00:00.16  37.139355   -116.051195   4234              -1622             Weapons_Related                      115              281
1019  Misty_Echo                          12/10/1988  LANL/DoD      NNSS                       U12n.23       Tunnel      20:30:00.06  37.198995   -116.210314   7413              -1312             Weapons_Effects                      Less_than_150    1019
698   Misty_North                         05/02/1972  LANL/DoD      NNSS                       U12n.05       Tunnel      19:15:00.04  37.207611   -116.209613   7303              -1234             Weapons_Effects                      Less_than_20     698
960   Misty_Rain                          04/06/1985  LLNL/DoD      NNSS                       U12n.17       Tunnel      23:15:00.09  37.200782   -116.208047   7345              -1275             Weapons_Effects                      Less_than_20     960
775   Mizzen                              06/03/1975  LANL          NNSS                       U7ah          Shaft       14:40:00.11  37.094783   -116.036976   4180              -2090             Weapons_Related                      20_to_200        775
427   Moa                                 09/01/1965  LANL          NNSS                       U3ed          Shaft       20:08:00.04  37.037256   -116.014845   4005              -635              Weapons_Related                      Less_than_20     427
977   Mogollon                            04/20/1986  LANL          NNSS                       U3li          Shaft       15:12:30.07  37.011608   -116.046918   3985              -851              Weapons_Related                      Less_than_20     977
81    Mohawk                              07/02/1956  LLNL          Enewetak_Atoll             UNKN          Tower       18:06:00.00  11.627589   162.295691    10                300               Weapons_Related                      360              81
900   Molbo                               02/12/1982  LLNL          NNSS                       U20ag         Shaft       14:55:00.08  37.224276   -116.463540   6234              -2093             Weapons_Related                      20_to_150        900
1017  Monahans-A                          11/09/1988  LANL          NNSS                       U3lk          Shaft       20:15:00.08  36.991144   -116.021947   3945              -951              Weapons_Related                      Less_than_20     1017
1017  Monahans-B                          11/09/1988  LANL          NNSS                       U6i           Shaft       20:15:00.08  36.988677   -116.021971   3942              -951              Weapons_Related                      Less_than_20     1017
701   Monero                              05/19/1972  LANL          NNSS                       U3jq          Shaft       17:00:00.05  37.064656   -116.002614   4175              -1763             Weapons_Related                      Less_than_20     701
1043  Montello                            04/16/1991  LLNL          NNSS                       U20bf         Shaft       15:30:00.07  37.245385   -116.442525   6522              -2105             Weapons_Related                      20_to_150        1043
908   Monterey                            07/29/1982  LLNL          NNSS                       U4aj          Shaft       20:05:00.08  37.102259   -116.075843   4200              -1312             Weapons_Related                      20_to_150        908
165   Mora                                09/29/1958  LANL          NNSS                       Area_7        Balloon     14:05:00.00  37.086540   -116.024805   4186              1500              Weapons_Related                      2                165
115   Morgan                              10/07/1957  LLNL          NNSS                       Area_9        Balloon     13:00:00.00  37.134742   -116.041648   4214              500               Weapons_Related                      8                115
650   Morrones                            05/21/1970  LANL          NNSS                       U3ei          Shaft       14:15:00.03  37.070762   -116.013873   4148              -1584             Weapons_Related                      20_to_200        650
51    Moth                                02/22/1955  LANL          NNSS                       Area_3        Tower       13:45:00.00  37.095488   -116.103616   4026              300               Weapons_Related                      2                51
395   Mudpack                             12/16/1964  LLNL/DoD      NNSS                       U10n          Shaft       20:10:00.10  37.177757   -116.067879   4386              -498              Weapons_Effects                      2.7              395
787   Muenster                            01/03/1976  LLNL          NNSS                       U19e          Shaft       19:15:00.16  37.296498   -116.334072   6919              -4765             Weapons_Related                      200_to_1000      787
935   Muggins                             12/09/1983  LANL          NNSS                       U3ls          Shaft       16:00:00.11  37.012705   -116.046567   3987              -800              Weapons_Related                      Less_than_20     935
1029  Muleshoe                            11/15/1989  LANL          NNSS                       U7bk          Shaft       20:20:00.12  37.106469   -116.014246   4391              -802              Weapons_Related                      Less_than_20     1029
342   Mullet                              10/17/1963  LLNL          NNSS                       U2ag          Shaft       15:00:00.15  37.130761   -116.067831   4270              -198              Safety_Experiment                    Low              342
941   Mundo                               05/01/1984  LANL/UK       NNSS                       U7bo          Shaft       19:05:00.09  37.106175   -116.023250   4328              -1857             Joint_US-UK                          20_to_150        941
411   Muscovy                             04/23/1965  LANL          NNSS                       U3dx          Shaft       21:44:00.04  37.017373   -115.996175   3991              -592              Weapons_Related                      Less_than_20     411
492   Mushroom                            03/03/1967  LANL          NNSS                       U3ef          Shaft       15:19:00.04  37.039433   -116.011061   4019              -589              Weapons_Related                      Less_than_20     492
237   Muskegon                            05/11/1962  LLNL          Christmas_Island_area      UNKN          Airdrop     15:37:00.00  1.565000    -157.365000   0                 2995              Weapons_Related                      50               237
345   Mustang                             11/15/1963  LLNL          NNSS                       U9at          Shaft       15:00:00.15  37.132248   -116.047757   4212              -544              Weapons_Related                      Low              345
677   Nama_Amarylis                       08/05/1971  LLNL          NNSS                       U9ITS_XY-31   Shaft       18:07:45.20  37.145034   -116.034165   4266              -895              Weapons_Related                      Less_than_20     677
677   Nama_Mephisto                       08/05/1971  LLNL          NNSS                       U9ITS_Z-27    Shaft       18:07:45.20  37.140628   -116.032143   4275              -800              Weapons_Related                      Less_than_20     677
246   Nambe                               05/27/1962  LANL          Christmas_Island_area      UNKN          Airdrop     17:02:00.00  1.550000    -157.350000   0                 7140              Weapons_Related                      43               246
34    Nancy                               03/24/1953  LANL          NNSS                       Area_4        Tower       13:10:00.00  37.095488   -116.103616   4309              300               Weapons_Related                      24               34
338   Narraguagus                         09/27/1963  LLNL          NNSS                       U2f           Shaft       17:30:00.15  37.154731   -116.074231   4360              -493              Weapons_Related                      Low              338
485   Nash                                01/19/1967  LLNL          NNSS                       U2ce          Shaft       16:45:00.14  37.143608   -116.136077   4764              -1194             Weapons_Related                      39               485
334   Natches                             08/23/1963  LLNL          NNSS                       U9ak1         Shaft       13:20:00.15  37.124913   -116.036120   4227              -194              Weapons_Related                      Low              334
721   Natoma                              04/05/1973  LLNL          NNSS                       U10aw         Shaft       14:50:00.16  37.177828   -116.054766   4297              -800              Weapons_Related                      Less_than_20     721
83    Navajo                              07/10/1956  LANL          Bikini_Atoll               UNKN          Barge       17:56:00.00  11.679000   165.391500    0                 15                Weapons_Related                      4500             83
934   Navata                              09/29/1983  LANL          NNSS                       U3lb          Shaft       15:00:00.09  37.053360   -116.021222   4048              -600              Safety_Experiment                    Less_than_20     934
907   Nebbiolo                            06/24/1982  LANL          NNSS                       U19ae         Shaft       14:15:00.09  37.236163   -116.371062   6775              -2098             Weapons_Related                      20_to_150        907
49    Nectar                              05/13/1954  LANL          Enewetak_Atoll             UNKN          Barge       18:20:00.00  11.666600   162.190000    0                 7                 Weapons_Related                      1690             49
171   Neptune                             10/14/1958  LLNL          NNSS                       U12c.03       Tunnel      18:00:00.00  37.193809   -116.200563   6814              -98               Safety_Experiment                    .115             171
859   Nessel                              08/29/1979  LLNL/UK       NNSS                       U2ep          Shaft       15:08:00.17  37.121173   -116.067457   4221              -1522             Joint_US-UK                          20_to_150        859
482   New_Point                           12/13/1966  LLNL/DoD      NNSS                       U11c          Shaft       21:00:00.08  36.877209   -115.938776   3381              -785              Weapons_Effects                      Less_than_20     482
474   Newark                              09/29/1966  LLNL          NNSS                       U10u          Shaft       14:45:30.09  37.168610   -116.046919   4285              -750              Weapons_Related                      Less_than_20     474
111   Newton                              09/16/1957  LANL          NNSS                       Area_7        Balloon     12:50:00.00  37.086540   -116.024805   4186              1500              Weapons_Related                      12               111
1010  Nightingale                         06/22/1988  LLNL          NNSS                       U2ey          Shaft       14:00:00.08  37.166110   -116.073116   4384              -780              Safety_Experiment                    Less_than_150    1010
587   Nipper                              02/04/1969  LANL          NNSS                       U3gl          Shaft       15:00:00.04  37.002620   -116.010004   3953              -790              Weapons_Related                      Less_than_20     587
888   Niza                                07/10/1981  LLNL          NNSS                       U9cr          Shaft       14:00:00.10  37.128556   -116.034645   4242              -1120             Weapons_Related                      Less_than_20     888
561   Noggin                              09/06/1968  LLNL          NNSS                       U9bx          Shaft       14:00:00.13  37.136018   -116.048028   4220              -1909             Weapons_Related                      20_to_200        561
541   Noor                                04/10/1968  LLNL          NNSS                       U2be          Shaft       14:00:00.00  37.154329   -116.079724   4385              -1253             Weapons_Related                      20_to_200        541
866   Norbo                               03/08/1980  LLNL          NNSS                       U8c           Shaft       15:35:00.09  37.179898   -116.083993   4515              -889              Weapons_Related                      Less_than_20     866
946   Normanna                            07/12/1984  LLNL          NNSS                       U10cb         Shaft       14:00:00.09  37.191937   -116.035247   4404              -656              Weapons_Related                      Less_than_20     946
301   Numbat                              12/12/1962  LANL          NNSS                       U3bu          Shaft       18:45:00.12  37.046058   -116.016476   4030              -761              Weapons_Related                      Low              301
127   Nutmeg                              05/21/1958  LLNL          Bikini_Atoll               UNKN          Barge       21:20:00.00  11.503000   165.374000    0                 12                Weapons_Related                      25.1             127
140   Oak                                 06/28/1958  LANL          Enewetak_Atoll             UNKN          Barge       19:30:00.00  11.605086   162.100486    0                 6                 Weapons_Related                      8900             140
494   Oakland                             04/04/1967  LLNL          NNSS                       U2bi          Shaft       14:20:00.15  37.161930   -116.083098   4423              -543              Weapons_Related                      Less_than_20     494
808   Oarlock                             02/16/1977  LANL          NNSS                       U3km          Shaft       17:53:00.07  37.013438   -116.029435   3970              -1042             Weapons_Related                      Less_than_20     808
772   Obar                                04/30/1975  LANL          NNSS                       U7ag          Shaft       15:00:01.90  37.108805   -116.029665   4286              -1866             Weapons_Related                      20_to_200        772
180   Oberon                              10/22/1958  LLNL          NNSS                       Area_8        Tower       20:30:00.00  37.182847   -116.069270   4446              25                Safety_Experiment                    Zero             180
695   Ocate                               03/30/1972  LANL          NNSS                       U3jp          Shaft       21:00:00.08  37.004445   -116.015738   3958              -689              Weapons_Related                      Less_than_20     695
454   Ochre                               04/29/1966  LANL          NNSS                       U3ec          Shaft       13:33:00.04  37.043620   -116.023357   4013              -414              Safety_Experiment                    Less_than_20     454
351   Oconto                              01/23/1964  LLNL          NNSS                       U9ay          Shaft       16:00:00.15  37.126372   -116.037164   4221              -868              Weapons_Related                      10.5             351
858   Offshore                            08/08/1979  LANL          NNSS                       U3ks          Shaft       15:00:00.11  37.014700   -116.008872   3966              -1301             Weapons_Related                      20_to_150        858
149   Olive                               07/22/1958  LLNL          Enewetak_Atoll             UNKN          Barge       20:30:00.00  11.678501   162.208073    0                 8                 Weapons_Related                      202              149
695   Onaja                               03/30/1972  LANL          NNSS                       U3js          Shaft       21:00:00.04  37.005427   -116.020939   3960              -915              Weapons_Related                      Less_than_20     695
153   Orange                              08/12/1958  LANL/DoD      Johnston_Island_area       UNKN          Rocket      10:30:00.00  16.358333   -169.535556   0                 141000            Weapons_Effects                      3800             153
418   Organdy                             06/11/1965  LLNL          NNSS                       U9bo          Shaft       20:28:37.11  37.115727   -116.024123   4332              -568              Weapons_Related                      Less_than_20     418
942   Orkney                              05/02/1984  LLNL          NNSS                       U10be         Shaft       13:50:00.09  37.198428   -116.054836   4522              -688              Weapons_Related                      Less_than_20     942
78    Osage                               06/16/1956  LANL          Enewetak_Atoll             UNKN          Airdrop     01:14:00.00  11.540150   162.356400    0                 670               Weapons_Related                      1.7              78
709   Oscuro                              09/21/1972  LANL          NNSS                       U7z           Shaft       15:30:00.19  37.082010   -116.037435   4108              -1838             Weapons_Related                      20_to_200        709
158   Otero                               09/12/1958  LANL          NNSS                       U3q           Shaft       20:00:00.00  37.049848   -116.032715   4032              -480              Safety_Experiment                    .038             158
258   Otowi                               06/22/1962  LANL          Christmas_Island_area      UNKN          Airdrop     16:00:00.00  1.550000    -157.350000   0                 9011              Weapons_Related                      81.5             258
97    Owens                               07/25/1957  LLNL          NNSS                       Area_9        Balloon     13:30:00.00  37.134742   -116.041648   4215              500               Weapons_Related                      9.7              97
233   Paca                                05/07/1962  LANL          NNSS                       U3ax          Shaft       19:33:00.14  37.046518   -116.025875   4021              -848              Weapons_Related                      Low              233
582   Packard                             01/15/1969  LLNL          NNSS                       U2u           Shaft       19:00:00.07  37.147869   -116.066530   4315              -810              Weapons_Effects                      10               582
